type,title,abstract,date,startTime,endTime,room,
Workshop,Safeguard and audit data protection with AWS Backup [REPEAT],"Backup is critical for organizations to meet business operation and regulatory compliance needs. It also helps protect against disasters, accidental deletions, and ransomware. In this workshop, explore different scenarios using AWS Backup. Find out how you can define policies to centrally protect and restore AWS services; choose among Amazon EC2 instances, Amazon EBS volumes, Amazon S3 objects, Amazon Aurora databases, and Amazon EFS file systems; configure AWS Backup Vault Lock to enable write-once, read-many (WORM) backup data; and deliver simple, auditor-ready compliance monitoring and reporting with AWS Backup Audit Manager. You must bring your laptop to participate.",12/6/24,10:30,12:30,Venetian | Level 3 | Murano 3201B,
Workshop,Safeguard and audit data protection with AWS Backup [REPEAT],"Backup is critical for organizations to meet business operation and regulatory compliance needs. It also helps protect against disasters, accidental deletions, and ransomware. In this workshop, explore different scenarios using AWS Backup. Find out how you can define policies to centrally protect and restore AWS services; choose among Amazon EC2 instances, Amazon EBS volumes, Amazon S3 objects, Amazon Aurora databases, and Amazon EFS file systems; configure AWS Backup Vault Lock to enable write-once, read-many (WORM) backup data; and deliver simple, auditor-ready compliance monitoring and reporting with AWS Backup Audit Manager. You must bring your laptop to participate.",12/4/24,12:30,14:30,MGM | Level 1 | Grand 117,
Lightning talk,Santa Clara County & AWS: Collaborative disease surveillance system,"The Santa Clara County (SCC) Public Health department collaborated with AWS and its Professional Services team to implement a comprehensive disease surveillance system. AWS provided cloud infrastructure, data management solutions, ML-powered identity management, intelligent document processing solutions, and analytics capabilities. The AWS Professional Services team assisted with design, development, deployment, integration, and project management to have a streamlined data ingestion, curation, and distribution process across 15 public health data sources. Find out how the team created a system that empowers SCC to consolidate and link civilian health data across several California state systems for data-driven decision-making and analytics.",12/4/24,14:00,14:20,Venetian | Hall B | Expo | Theater 2,
Lightning talk,Scalable data environments: Using AI for operational efficiency (sponsored by SingleStore),"In this interactive lightning talk, learn how to build a scalable data environment that supercharges your operations with AI. Explore the power of SingleStore and Amazon Bedrock, and discover how to use these platforms to enhance your data management and make more informed decisions at scale. Learn actionable strategies to transform your approach to data that can help your organization thrive in today's AI-driven landscape. This presentation is brought to you by SingleStore, an AWS Partner.",12/3/24,15:30,15:50,Venetian | Hall B | Expo | Theater 4,
Lightning talk,Scalable generative AI architectures with Snowflake and Amazon Bedrock (sponsored by Snowflake),"Ready to supercharge your generative AI projects? In this lightning talk, discover how the powerful combination of Snowflake Cortex and Amazon Bedrock can help you build the most flexible, secure, and comprehensive generative AI architectures. Learn how these cutting-edge technologies empower customers to seamlessly scale AI workloads while maintaining top-notch security. Join this talk to explore the future of AI-driven innovation and see how you can harness this powerhouse duo to unlock new possibilities for your business. This presentation is brought to you by Snowflake, an AWS Partner.",12/4/24,11:30,11:50,Venetian | Hall B | Expo | Theater 5,
Lightning talk,Scale co-sell across regions with AWS and partner industry solutions,"AWS is empowering its partners to co-sell and globally scale industry-specific solutions. However, this requires addressing diverse regional practices, ecosystems, and requirements. This lightning talk shares how the AWS automotive and manufacturing team scaled the Industrial Data Fabric solution across India, Japan, and Latin America. It covers the common obstacles AWS Partners face when globalizing solutions, as well as the repeatable ""flywheel"" framework the team developed to enable successful co-selling motions. This talk is intended for AWS Partners.",12/3/24,11:00,11:20,Venetian | Hall B | Expo | Theater 1,
Lightning talk,Scale procurement governance and reporting insights in AWS Marketplace,"Software and services procurement can get complex as organizations scale, and companies can struggle to assess and manage risks and costs. Cloud marketplaces can help organizations reduce their risk profile. In this lightning talk, learn about advanced capabilities offered by AWS Marketplace to synchronize existing procurement workflows with AWS Marketplace processes. See how you can use dashboards to get a consolidated view of spend, usage, and licenses across multiple accounts.",12/3/24,10:30,10:50,Venetian | Hall B | Expo | Theater 4,
Lightning talk,Scaling generative AI in enterprise: Insights from the energy sector (sponsored by Capgemini),"Join this insightful lightning talk to explore two compelling case studies from the energy sector. This talk covers the critical considerations for scaling generative AI within enterprise environments, focusing on technology, architecture, design, and essential guardrails. Listen to these concepts and valuable insights gained from Capgemini’s extensive experience with generative AI implementations to help you navigate the complexities of generative AI. This presentation is brought to you by Capgemini, an AWS Partner.",N/A,N/A,N/A,N/A,
Lightning talk,Scaling GPU infrastructure and using LLMs for Roblox's metaverse,"Roblox, one of the largest online metaverse platforms, has experienced unprecedented growth in recent years, attracting millions of users to its immersive virtual world. With such a massive user base, ensuring a seamless and engaging experience for all players requires substantial computational resources, particularly for rendering complex 3D environments and facilitating real-time interactions. Gain insights into Roblox's approach to forecasting GPU requirements, enabling proactive resource provisioning and efficient utilization. Learn more about the challenges and opportunities in scaling GPU infrastructure and using LLMs for metaverse applications to meet the ever-increasing demands of their metaverse platform.",12/3/24,10:30,10:50,Venetian | Hall B | Expo | Theater 2,
Workshop,Scaling multi-tenant SaaS with a cell-based architecture,"It can be difficult to strike a balance between complexity, efficiency, and flexibility. In this workshop, see how cell-based architectures provide you with new ways to group, deploy, scale, and operate your multi-tenant workloads. Take a close look at a working SaaS cell-based architecture, and implement provisioning, configuration, routing, and dynamic sharding of tenants. Also see how this approach influences the tiering, scaling, and resilience profile of your SaaS architecture. You must bring your laptop to participate.",12/2/24,12:30,14:30,MGM | Level 1 | Grand 115,
Lightning talk,Scaling private marketplaces across organizations,"In this lighting talk, explore how you can manage private marketplaces across your organization using a distributed serverless solution. See the step-by-step deployment and configuration of this distributed solution to enable centralized management and governance of products for your enterprise. This solution addresses the challenges of maintaining governance and compliance in complex, multi-account and organizations environments, empowering organizations to streamline their procurement and compliance processes.",12/4/24,11:30,11:50,Venetian | Hall B | Expo | Theater 1,
Lightning talk,Scaling secure large language models with Robinhood,"This lightning talk shares the design and techniques that form the foundation of Robinhood’s large language model (LLM) platform, which is built on AWS. Learn how the company uses LLM gateways and Amazon Bedrock to deliver private inference, preserving customer confidentiality without sacrificing performance. Gain insights into Robinhood’s architecture and operational model, which enable the company to scale its AI capabilities. Hear how Robinhood uses the security features in Amazon Bedrock to process sensitive data while complying with evolving regulatory standards.",12/4/24,15:00,15:20,Venetian | Hall B | Expo | Theater 2,
Lightning talk,Scaling tech talent for the automotive industry via AWS Tech Alliance,"As vehicles become increasingly defined by software, VT, a leading automotive supplier, understands the critical need for technical cloud, AI, and ML skills in their workforce. By joining the AWS Tech Alliance in Germany, VT collaborated on initiatives like their generative AI platform to drive sustainable mobility and electrification. In this lightning talk, VT CIO Thomas Buck shares how the alliance has helped scale the technology talent they need. Audi’s CIO, Frank Loydl, and Volkswagen Group’s Head of Organizational Development and Transformation, Yvonne Bettkobe, also join to discuss the impact of the Tech Alliance on the automotive industry’s talent demands.",12/5/24,12:30,12:50,Venetian | Hall B | Expo | Theater 2,
Builders' session,Seamless data migration to AWS,"Data is the lifeblood of modern organizations, powering critical business decisions and fueling innovation. AWS offers seamless solutions for migrating some of the largest and most diverse datasets to the cloud. In this hands-on builders’ session, learn how to migrate data with AWS DataSync and integrate that data with upstream and downstream applications and workloads. Also explore the application of AI services on datasets to unlock the true potential of your data. Walk away with solutions, use cases, and best practices to make more informed decisions and to differentiate with generative AI. You must bring your laptop to participate.",12/2/24,12:00,13:00,Caesars Forum | Level 1 | Alliance 311,
Builders' session,Seamless data sharing with Amazon Redshift [REPEAT],"Data copying is time-consuming and can introduce errors and consistency issues. Organizations are looking for an easy way to share data in a well-governed way across accounts, AWS Regions, partners, and vendors. Join this hands-on builders’ session to learn how to easily and securely share live data across Amazon Redshift clusters. You must bring your laptop to participate.",12/3/24,12:00,13:00,Caesars Forum | Level 1 | Alliance 311,
Builders' session,Seamless data sharing with Amazon Redshift [REPEAT],"Data copying is time-consuming and can introduce errors and consistency issues. Organizations are looking for an easy way to share data in a well-governed way across accounts, AWS Regions, partners, and vendors. Join this hands-on builders’ session to learn how to easily and securely share live data across Amazon Redshift clusters. You must bring your laptop to participate.",12/3/24,15:00,16:00,Caesars Forum | Level 1 | Alliance 311,
Builders' session,Seamless data sharing with Amazon Redshift [REPEAT],"Data copying is time-consuming and can introduce errors and consistency issues. Organizations are looking for an easy way to share data in a well-governed way across accounts, AWS Regions, partners, and vendors. Join this hands-on builders’ session to learn how to easily and securely share live data across Amazon Redshift clusters. You must bring your laptop to participate.",12/3/24,13:30,14:30,Caesars Forum | Level 1 | Alliance 311,
Builders' session,Seamless data sharing with Amazon Redshift [REPEAT],"Data copying is time-consuming and can introduce errors and consistency issues. Organizations are looking for an easy way to share data in a well-governed way across accounts, AWS Regions, partners, and vendors. Join this hands-on builders’ session to learn how to easily and securely share live data across Amazon Redshift clusters. You must bring your laptop to participate.",12/4/24,8:30,9:30,Caesars Forum | Level 1 | Alliance 315,
Workshop,Seamless large-scale migration and modernization with hyperautomation,"Large-scale migration and modernization initiatives often involve intricate complexities like integrating with multiple on-premises systems, using diverse toolsets, and coordinating numerous processes. In this immersive workshop, learn how to build an orchestration platform that can hyperautomate processes and efficiently integrate multiple migration tools to improve performance and prevent prolonged cutover windows throughout your migration project. Whether you're migrating mission-critical workloads or modernizing legacy applications, this workshop offers the tools and knowledge needed to navigate these transformative journeys with confidence. You must bring your laptop to participate.",12/2/24,15:00,17:00,MGM | Level 1 | Grand 117,
Lightning talk,Seamlessly migrating VMware workloads to AWS: A success story (sponsored by Capgemini),"Join this lightning talk to learn about migrating VMware workloads to AWS to manage a hybrid infrastructure effectively. This approach maximizes cloud operations, automation, and financial analytics across AWS environments. It ensures quick time-to-value, robust technical support, advanced enterprise capabilities, cost-effectiveness, disaster recovery, optimized performance, and flexible deployment choices. This presentation is brought to you by Capgemini, an AWS Partner.",12/3/24,16:00,16:20,Venetian | Hall B | Expo | Theater 2,
Lightning talk,Secure cloud workloads and data against ransomware and cyber threats (sponsored by Zscaler),"With 45% of cyberattacks being cloud-based and 80% of organizations having experienced at least one cloud security incident in the last year, it’s clear that securing your cloud workloads and data is of paramount importance. Join this lightning talk to learn how Zscaler, a leader in cloud security, is leveraging Zero Trust and AI to mitigate risk in cloud environments. Discover best practices on how you can build a Zero Trust-based segmentation architecture. This presentation is brought to you by Zscaler, an AWS Partner.",12/3/24,13:30,13:50,Venetian | Hall B | Expo | Theater 4,
Workshop,Secure containers from supply chain attacks,"Software supply chain attacks have become increasingly prevalent, and organizations of all sizes need to be prepared. Outside parties can inject malicious code into software packages during the development process, which can then be unwittingly distributed to users. In this workshop, explore how you can integrate Amazon Inspector into your CI/CD pipeline to scan for vulnerabilities in the container image. Learn how a Software Bill of Materials (SBOM) and container image signing can prevent deploying code with vulnerabilities. Also see how AWS Signer can be integrated into a CI/CD pipeline for image signing. You must bring your laptop to participate.",12/2/24,15:30,17:30,MGM | Level 3 | Premier 311,
Lightning talk,Securing AI-driven applications with Auth0 by Okta and Amazon Bedrock (sponsored by Okta),"In today’s digital landscape, securing applications is crucial. This lightning talk explores how developers can use Auth0 by Okta’s identity management solutions alongside Amazon Bedrock to build and scale secure applications. Learn how to integrate Auth0’s authentication, authorization, and user management features with Amazon Bedrock’s secure infrastructure. The talk also covers how AWS Amplify simplifies development by integrating frontend and backend services with robust identity management. Gain practical knowledge of key use cases, best practices, and technical integrations to build modern, secure applications efficiently in the cloud. This presentation is brought to you by Okta, an AWS Partner.",12/3/24,10:30,10:50,Venetian | Hall B | Expo | Theater 1,
Dev chat,Securing Amazon S3: Learn Red Team exploits and Blue Team defenses,"In this talk, learn advanced Amazon S3 security techniques, moving beyond basic settings. Gain insights into Red Team exploitation tactics and Blue Team defenses, understanding real-world misconfigurations and vulnerabilities. Cover practical examples, including secure bucket policies and AWS Config rule implementation. The session provides hands-on experience with exploit simulations and proactive defense strategies, equipping participants to enhance their S3 security posture and protect their environments from sophisticated threats.",12/3/24,13:30,13:50,Venetian | Hall B | Expo | Theater 3,
Builders' session,Securing and observing Amazon EKS clusters [REPEAT],"In this hands-on session, explore how to automate the identification, analysis, and mitigation of risks in Amazon Elastic Kubernetes Service (Amazon EKS) clusters. Learn how to implement robust security controls—including role-based access control (RBAC), EKS Pod Identity, and service accounts—to apply least-privilege access and secure workload isolation. Also discover how to use AWS CloudTrail and Amazon CloudWatch to gain deep visibility into EKS cluster activities, enabling real-time monitoring and automated risk detection. Learn the skills to automate risk management processes, helping your Kubernetes workloads remain resilient against evolving threats. You must bring your laptop to participate.",12/4/24,13:00,14:00,MGM | Level 3 | 350,
Builders' session,Securing and observing Amazon EKS clusters [REPEAT],"In this hands-on session, explore how to automate the identification, analysis, and mitigation of risks in Amazon Elastic Kubernetes Service (Amazon EKS) clusters. Learn how to implement robust security controls—including role-based access control (RBAC), EKS Pod Identity, and service accounts—to apply least-privilege access and secure workload isolation. Also discover how to use AWS CloudTrail and Amazon CloudWatch to gain deep visibility into EKS cluster activities, enabling real-time monitoring and automated risk detection. Learn the skills to automate risk management processes, helping your Kubernetes workloads remain resilient against evolving threats. You must bring your laptop to participate.",12/5/24,11:30,12:30,MGM | Level 3 | 353,
Workshop,Securing application networking with Amazon ECS Service Connect [REPEAT],"In today's cloud-native environment, secure and efficient application networking is essential for reliable distributed systems. This workshop explores key topics including Amazon ECS Service Connect, end-to-end encryption, certificate management, and observability. Learn how to simplify service discovery using Amazon ECS Service Connect, establish reliable and secure network communication, and protect data in transit with encryption. Also learn practical guidance on certificate management and improving observability for effective network monitoring and troubleshooting. Gain a comprehensive understanding of how to build secure, scalable, and observable cloud-based application networking solutions. You must bring your laptop to participate.",12/5/24,15:00,17:00,Mandalay Bay | Lower Level North | South Pacific F,
Workshop,Securing application networking with Amazon ECS Service Connect [REPEAT],"In today's cloud-native environment, secure and efficient application networking is essential for reliable distributed systems. This workshop explores key topics including Amazon ECS Service Connect, end-to-end encryption, certificate management, and observability. Learn how to simplify service discovery using Amazon ECS Service Connect, establish reliable and secure network communication, and protect data in transit with encryption. Also learn practical guidance on certificate management and improving observability for effective network monitoring and troubleshooting. Gain a comprehensive understanding of how to build secure, scalable, and observable cloud-based application networking solutions. You must bring your laptop to participate.",12/4/24,9:00,11:00,Wynn | Upper Convention Promenade | Cristal 3,
Workshop,Securing AWS Managed Microsoft AD the AWS Well-Architected way,"Safeguarding your identity on AWS is paramount, and securing AWS Managed Microsoft AD is crucial. This workshop guides you through the AWS Well-Architected Framework’s security pillar design principles to help you fortify your managed AD environment. Explore how to use AWS Identity and Access Management (IAM), AWS CloudTrail, Amazon VPC settings, and more to achieve defense in depth and compliance with AWS security best practices. Walk away with practical strategies to enhance the security posture of your AWS Managed Microsoft AD design and deployment. You must bring your laptop to participate.",12/2/24,12:30,14:30,MGM | Level 1 | Grand 118,
Lightning talk,Securing the software supply chain with AWS and SUSE (sponsored by SUSE),"In an era where software development and deployment are increasingly reliant on containerized applications, securing the software supply chain has never been more critical. This lightning talk offers an in-depth exploration of best practices and advanced strategies to safeguard containerized environments. Gain practical insights on implementing automated security controls, integrating threat intelligence, and maintaining the integrity of their software supply chain. This presentation is brought to you by SUSE, an AWS Partner.",12/3/24,12:00,12:20,Venetian | Hall B | Expo | Theater 3,
Workshop,Securing your generative AI applications on AWS,"In this workshop, discover how to secure generative AI applications using AWS services and features. Explore how to deploy a vulnerable sample generative AI application and then layer security controls to protect, detect, and respond to security issues. Learn how to apply similar controls to the generative AI applications in your organization. You must bring your laptop to participate.",12/5/24,12:00,14:00,Venetian | Level 3 | Lido 3104,
Lightning talk,Security best practices that accelerate mission impact,"Strong security practices are critical for protecting data, ensuring business continuity, and maintaining user trust, but they’re often seen as barriers to innovation. In this lightning talk for nonprofit technologists, explore how AWS services can help accelerate your cloud development without requiring you to compromise on security best practices. Discover techniques to streamline security, including automating processes, centralizing logs, and using generative AI in development. You leave the session with actionable steps to securely encourage innovation, improve developer experiences, and efficiently scale your security processes.",12/2/24,17:00,17:20,Venetian | Hall B | Expo | Theater 3,
Innovation Talks,Security insights and innovation from AWS,"Get insights from AWS CISO Chris Betz on how you can capitalize on transformative security innovations from AWS to move fast and stay secure. Learn how AWS empowers organizations to confidently integrate and automate security into their products, services, and processes so security teams can focus their time on work that brings the highest value to the business. Hear how AWS applies its experience, knowledge, and best practices to remove the undifferentiated heavy lifting of security. Chris also shares how AWS is helping to make the internet more secure by scaling security innovation and investing in the security community.",12/2/24,15:00,16:00,Venetian | Level 5 | Palazzo Ballroom B,
Builders' session,Serverless data processing with AWS Lambda and Apache Kafka [REPEAT],Learn how to easily process data on an Apache Kafka stream using AWS Lambda in this hands-on session. You will use Lambda's built-in support for Kafka as an event source to process streaming analytics data and publish it to a live dashboard. Learn practical skills for tuning data processing workloads across Amazon Managed Streaming for Apache Kafka (MSK) and self-managed Kafka clusters. Understand how to effectively handle errors and automatically retry failed jobs. You must bring your laptop to participate.,12/4/24,8:30,9:30,Mandalay Bay | Level 2 South | Surf B,
Builders' session,Serverless data processing with AWS Lambda and Apache Kafka [REPEAT],Learn how to easily process data on an Apache Kafka stream using AWS Lambda in this hands-on session. You will use Lambda's built-in support for Kafka as an event source to process streaming analytics data and publish it to a live dashboard. Learn practical skills for tuning data processing workloads across Amazon Managed Streaming for Apache Kafka (MSK) and self-managed Kafka clusters. Understand how to effectively handle errors and automatically retry failed jobs. You must bring your laptop to participate.,12/2/24,14:30,15:30,Caesars Forum | Level 1 | Summit 232 | Content Hub | Builder's 1,
Builders' session,Serverless data processing with AWS Lambda and Apache Kafka [REPEAT],Learn how to easily process data on an Apache Kafka stream using AWS Lambda in this hands-on session. You will use Lambda's built-in support for Kafka as an event source to process streaming analytics data and publish it to a live dashboard. Learn practical skills for tuning data processing workloads across Amazon Managed Streaming for Apache Kafka (MSK) and self-managed Kafka clusters. Understand how to effectively handle errors and automatically retry failed jobs. You must bring your laptop to participate.,12/2/24,11:30,12:30,Caesars Forum | Level 1 | Summit 232 | Content Hub | Builder's 1,
Workshop,Serverlesspresso: Build an event-driven application from the ground up,"In this workshop, discover how to build a complete coffee-ordering serverless web application. Learn about event-driven architectures and how to use services such as AWS Lambda, Amazon EventBridge, AWS Step Functions, and more. Create a scalable, serverless web application that allows users to order coffee and baristas to keep track of and fulfill orders. You must bring your laptop to participate.",12/3/24,16:30,18:30,MGM | Level 3 | Premier 315,
Workshop,Set up a secure AWS environment with AWS Control Tower [REPEAT],"Organizations operating in the cloud want to be able to move quickly while remaining secure. In this workshop, learn how AWS Control Tower provides you with the capabilities to simplify the building, management, and governance of a multi-account AWS environment. Gain hands-on experience with how to use AWS Control Tower, including enrolling accounts, automating account customization, and establishing security controls. You must bring your laptop to participate.",12/5/24,12:30,14:30,Caesars Forum | Level 1 | Academy 412,
Workshop,Set up a secure AWS environment with AWS Control Tower [REPEAT],"Organizations operating in the cloud want to be able to move quickly while remaining secure. In this workshop, learn how AWS Control Tower provides you with the capabilities to simplify the building, management, and governance of a multi-account AWS environment. Gain hands-on experience with how to use AWS Control Tower, including enrolling accounts, automating account customization, and establishing security controls. You must bring your laptop to participate.",12/6/24,10:30,12:30,Venetian | Level 3 | Lido 3104,
Lightning talk,Simplified public sector cloud procurement with Carahsoft (sponsored by Carahsoft),"In this lightning talk, learn how Carahsoft supports a large ecosystem of software partners that deliver cloud solutions to public sector organizations via consulting, reseller, and integrator partners. Discover how Carahsoft facilitates contract access, billing, invoicing, and marketplace strategy to help accomplish cloud migration projects faster and more efficiently. This presentation is brought to you by Carahsoft, an AWS Partner.",12/2/24,17:00,17:20,Venetian | Hall B | Expo | Theater 1,
Workshop,Simplify and automate continuous compliance with AWS,"Attend this hands-on workshop to learn how to use AWS services to streamline continuous auditing and compliance processes across AWS Regions and accounts. First, use AWS Config and AWS Systems Manager Explorer to aggregate and visualize compliance data from multiple Regions and accounts. Then explore how to automate the remediation of noncompliant resources using AWS Config conformance packs and via AWS Systems Manager Automation documents. Finally, learn how to use natural language query generation powered by generative AI in AWS Config (preview) to simplify the investigation and search of AWS resource configurations and compliance metadata. You must bring your laptop to participate.",12/4/24,9:00,11:00,MGM | Level 1 | Grand 118,
Workshop,Simplify VMware server migrations via AWS Migration Hub and Amazon Q,"In this workshop, gain hands-on experience migrating VMware servers to AWS. Learn how to use AWS Migration Hub Journeys templates to streamline tasks for the seamless migration of two sample applications. Explore AWS Migration Hub to accelerate the execution of repetitive migration tasks. Finally, discover how to create a bespoke business application in Amazon Q using generative AI, providing concierge support to application teams during the migration process and enriched with a curated collection of authoritative migration resources. You must bring your laptop to participate.",12/4/24,9:00,11:00,Mandalay Bay | Lower Level North | Islander I,
Workshop,Simplify your email with Amazon SES Mail Manager and Amazon Bedrock,"Email remains the primary communication backbone for businesses, integrated across operating systems and applications. It’s often easy to take email for granted, especially when it's inexpensive enough to set up a dedicated mail relay for every application. Relying solely on ad hoc email infrastructure is neither the safest nor the most operationally effective approach for your business. In this workshop, learn how to use Amazon SES Mail Manager to enhance governance, risk management, and compliance controls to your email workloads. Also discover how to pair your workloads with AI-driven insights from Amazon Q to gain a deeper understanding of the activity across your applications. You must bring your laptop to participate.",12/2/24,12:00,14:00,Caesars Forum | Level 1 | Alliance 307,
Builders' session,Simplifying application deployment on Amazon EKS [REPEAT],"In this builders’ session, explore a reference implementation that was designed to simplify and accelerate the process of launching application-ready Amazon EKS clusters. Learn how to use preconfigured and integrated tools—along with best practices—to enable core capabilities such as auto scaling, observability, networking, and security. By providing preconfigured solutions for capabilities that are shared across environments, users can focus on deploying and testing their applications while minimizing the complexity of cluster configuration. Gain hands-on experience setting up application-ready Amazon EKS clusters. You must bring your laptop to participate.",12/5/24,12:30,13:30,MGM | Level 1 | Terrace 151,
Builders' session,Simplifying application deployment on Amazon EKS [REPEAT],"In this builders’ session, explore a reference implementation that was designed to simplify and accelerate the process of launching application-ready Amazon EKS clusters. Learn how to use preconfigured and integrated tools—along with best practices—to enable core capabilities such as auto scaling, observability, networking, and security. By providing preconfigured solutions for capabilities that are shared across environments, users can focus on deploying and testing their applications while minimizing the complexity of cluster configuration. Gain hands-on experience setting up application-ready Amazon EKS clusters. You must bring your laptop to participate.",12/4/24,10:00,11:00,Wynn | Convention Promenade | Latour 7,
Builders' session,Smart customer self-service and agent assist for travel & hospitality,"In this hands-on builders’ session, you explore how to elevate intelligent customer self-service and agent assistance for travel and hospitality use cases using Amazon Connect powered by AI. Through step-by-step guidance, you learn to implement AI-powered self-service hotel and cab booking solutions integrated with social media chat platforms. You also experience agent-assist solutions that redefine customer support, enhancing the overall customer experience in the travel and hospitality industry. By solving realistic operational challenges, you gain practical insights into using AWS Cloud services like Amazon Connect while driving innovation and transforming the travel and hospitality domain. You must bring your laptop to participate.",12/2/24,16:30,17:30,Caesars Forum | Level 1 | Alliance 311,
Workshop,Smart home sidekicks: Build a cloud- and AI-powered robot puppy,"In this workshop, embark on a journey into the future of smart homes by bringing cloud-connected robots to life. Use AWS IoT Core to seamlessly integrate a robotic companion into a home network. Unlock its full potential with AWS IoT Greengrass, deploying cutting-edge AI capabilities like vision processing and natural language interaction powered by Claude 3, a multi-modal large language model. Witness your robotic assistant choreograph delightful dance routines and respond to your commands with the magic of Amazon Bedrock generative AI. Finally, explore innovative IoT scenarios including intelligent appliance control orchestrated by your cloud-connected robotic companion. You must bring your laptop to participate.",12/4/24,16:00,18:00,Venetian | Level 3 | Lido 3006,
Builders' Fair,Smart table soccer [REPEAT],"Game on! Roll up your sleeves and get ready for an immersive table soccer experience. Ever wondered how skillfully the last goal was scored? Have you ever forgotten to keep score? This smart soccer table takes those worries away. With the help of IoT devices and the AWS Cloud, the table keeps score while recording and live-streaming the game from multiple angles. It also uses generative Al to analyze the footage and generate commentary for the video highlights, along with providing in-depth game stats and insights.",12/4/24,10:00,18:00,Venetian | Level 2 | Hall B | Expo | Booth #2034 | Project 30,
Builders' Fair,Smart table soccer [REPEAT],"Game on! Roll up your sleeves and get ready for an immersive table soccer experience. Ever wondered how skillfully the last goal was scored? Have you ever forgotten to keep score? This smart soccer table takes those worries away. With the help of IoT devices and the AWS Cloud, the table keeps score while recording and live-streaming the game from multiple angles. It also uses generative Al to analyze the footage and generate commentary for the video highlights, along with providing in-depth game stats and insights.",12/5/24,10:00,16:00,Venetian | Level 2 | Hall B | Expo | Booth #2034 | Project 30,
Builders' Fair,Smarter bin: How to train your trash can [REPEAT],"This new version of the smart bin uses multi-modal generative AI capabilities to automatically sort trash that’s thrown into it. Instead of using pre-trained vision models, which require the user to provide an image dataset and which may not generalize to new items, this version is able to continuously learn with instant feedback from the users as they discard new items. Instead of “talking trash,” the smart bin educates users with fun facts on sustainability that incentivize them to keep recycling.",12/5/24,10:00,16:00,Venetian | Level 2 | Hall B | Expo | Booth #2034 | Project 31,
Builders' Fair,Smarter bin: How to train your trash can [REPEAT],"This new version of the smart bin uses multi-modal generative AI capabilities to automatically sort trash that’s thrown into it. Instead of using pre-trained vision models, which require the user to provide an image dataset and which may not generalize to new items, this version is able to continuously learn with instant feedback from the users as they discard new items. Instead of “talking trash,” the smart bin educates users with fun facts on sustainability that incentivize them to keep recycling.",12/4/24,10:00,18:00,Venetian | Level 2 | Hall B | Expo | Booth #2034 | Project 31,
Lightning talk,Solving hybrid cloud challenges with Hitachi Vantara SDS Cloud Block (sponsored by Hitachi),"Hitachi Vantara’s Software-Defined Storage Cloud Block on AWS provides scalable, enterprise-grade software-defined storage that integrates seamlessly with AWS cloud infrastructure (Amazon EC2 and Amazon EBS). Businesses often face challenges such as data silos, high operational costs, and inefficient data management in hybrid environments. The combination of AWS and Hitachi Vantara addresses these issues by offering flexible block storage, advanced data protection, and centralized data management. This collaboration helps customers streamline workloads, reduce operational costs, and ensure reliable, secure data management while also benefiting from AWS's global reach and scalability to drive business growth and innovation. This presentation is brought to you by Hitachi, an AWS Partner.",12/4/24,17:00,17:20,Venetian | Hall B | Expo | Theater 1,
Workshop,Solving the SaaS cost-per-tenant puzzle: An inside look,"Cost-per-tenant is an essential metric to SaaS businesses. It is the one piece of data that tells you how your architecture, design, tiering, and scaling strategies are optimizing the costs associated with individual tenant workloads. In this workshop, learn about the complexities and strategies that come with designing and implementing a cost-per-tenant model. Explore the various instrumentation and consumption attribution strategies that can be applied across the layers of your SaaS architecture. The goal is to provide a clear view into the strategies and patterns that can be used to build your own cost-per-tenant model. You must bring your laptop to participate.",12/4/24,13:00,15:00,MGM | Level 1 | Grand 111,
Builders' Fair,SpeedBash: Accelerating into augmented adventures [REPEAT],"Embark on an adventure with SpeedBash, a cutting-edge gaming experience that combines the thrill of marksmanship with the power of machine learning (ML) and generative AI. Take aim at dynamically moving targets, powered by AWS, as they dart across futuristic landscapes. Using advanced image recognition models, the game accurately tracks your shots, while AI generates real-time commentary and adjusts the targets’ speed and trajectory, keeping you on the edge of your seat. Immerse yourself in a visually stunning world, where a state-of-the-art dashboard provides feedback on your performance, encouraging you to push your limits and hone your skills. ",12/4/24,10:00,18:00,Venetian | Level 2 | Hall B | Expo | Booth #2034 | Project 28,
Builders' Fair,SpeedBash: Accelerating into augmented adventures [REPEAT],"Embark on an adventure with SpeedBash, a cutting-edge gaming experience that combines the thrill of marksmanship with the power of machine learning (ML) and generative AI. Take aim at dynamically moving targets, powered by AWS, as they dart across futuristic landscapes. Using advanced image recognition models, the game accurately tracks your shots, while AI generates real-time commentary and adjusts the targets’ speed and trajectory, keeping you on the edge of your seat. Immerse yourself in a visually stunning world, where a state-of-the-art dashboard provides feedback on your performance, encouraging you to push your limits and hone your skills. ",12/5/24,10:00,16:00,Venetian | Level 2 | Hall B | Expo | Booth #2034 | Project 28,
